,X,Y,Class,Method
0,0.18407734605093834,0.026948342247513413,0,t-SNE
1,0.9830298870090468,0.8671271236309479,0,UMAP
2,0.01548815417700894,0.5424346230935984,0,PCA
3,0.25215860114782973,0.3392660521204047,0,t-SNE
4,0.7645971171724153,0.7891059124220592,0,UMAP
5,0.07645403380440897,0.5106054814059112,0,PCA
6,0.43056760906604,0.7777992964130555,1,t-SNE
7,0.5861093033354288,0.25992315255272125,1,UMAP
8,0.17263193372317634,0.4310659397917034,1,PCA
9,0.8698094802085246,0.8706341129190307,0,t-SNE
10,0.10678268601584023,0.39840660717692344,0,UMAP
11,0.4929186348316768,0.6292962824774095,0,PCA
12,0.25207934183634784,0.329702117716843,0,t-SNE
13,0.766384393291589,0.7947083079900984,0,UMAP
14,0.07651977024735396,0.510388317372585,0,PCA
15,0.8439196577395097,0.9023957314653038,1,t-SNE
16,0.109059445053375,0.44048886021430533,1,UMAP
17,0.45463708235218014,0.46661795328517963,1,PCA
18,0.20017461856614563,0.15614243141734546,1,t-SNE
19,0.8757135524960784,0.8425973395970561,1,UMAP
20,0.046163469285474046,0.5257940116360679,1,PCA
21,0.2397419882847599,0.24339954428967364,0,t-SNE
22,0.8239096435503412,0.8011859265780202,0,UMAP
23,0.06301739535118422,0.5254781400175575,0,PCA
24,0.17900458557265359,0.2798714958397279,0,t-SNE
25,0.7726409869219957,0.8667397571525806,0,UMAP
26,0.06109129697730416,0.5007148654022088,0,PCA
27,0.6603217533141897,0.8177536689422082,0,t-SNE
28,0.30815339554320137,0.2939645166412176,0,UMAP
29,0.28063362628403593,0.46267126559399185,0,PCA
30,0.4217356194408839,0.7887676251238642,0,t-SNE
31,0.5971543761279887,0.2529999151736873,0,UMAP
32,0.16740586635707982,0.4278707814722887,0,PCA
33,0.2800259573612244,0.2642628316150485,1,t-SNE
34,0.8092122497855042,0.7808356100439686,1,UMAP
35,0.07708585491560385,0.5456312815686893,1,PCA
36,0.3861346665061155,0.39144114545862185,0,t-SNE
37,0.7215554078897729,0.6333588823778984,0,UMAP
38,0.09760937599080194,0.5585567099157257,0,PCA
39,0.5074517549127926,0.7368346869802834,0,t-SNE
40,0.526003256148525,0.30777387550233626,0,UMAP
41,0.19385183700823508,0.47848706655662754,0,PCA
42,0.674971587777156,0.8228676198045629,1,t-SNE
43,0.30157122639929307,0.29518314941085,1,UMAP
44,0.2908992578446371,0.46959457944273764,1,PCA
45,0.5653080778553762,0.7779367516734281,1,t-SNE
46,0.4494292321419985,0.2700975390336101,1,UMAP
47,0.2243359737910434,0.4626814745749474,1,PCA
48,0.556891174383269,0.928669580665511,0,t-SNE
49,0.40508342029014804,0.11415860612055873,0,UMAP
50,0.2378896369123889,0.33189188212450443,0,PCA
51,0.5106193048191358,0.9485028424398971,1,t-SNE
52,0.431012942315094,0.06897140483248976,1,UMAP
53,0.20167802191626866,0.30946718756036473,1,PCA
54,0.4809155298507755,0.5224145832383877,0,t-SNE
55,0.6192930212000528,0.5077195518441373,0,UMAP
56,0.13954849373304148,0.6190542829401399,0,PCA
57,0.07497052457336101,0.4638580567731707,0,t-SNE
58,0.9586521518713693,0.45465375814593956,0,UMAP
59,0.06002899359759932,0.43080999459003866,0,PCA
60,0.4381662031815361,0.790872840903367,1,t-SNE
61,0.5886309537174693,0.25334255313730014,1,UMAP
62,0.1777332362859956,0.43426613777567774,1,PCA
63,0.2720142231353399,0.5816423363895095,0,t-SNE
64,0.7919585178243591,0.4147196578068658,0,UMAP
65,0.10663053122556046,0.45906980176328954,0,PCA
66,0.5064506346250796,0.6576137896607175,0,t-SNE
67,0.5299652558061547,0.35612931150432137,0,UMAP
68,0.19951839118784287,0.517213024498883,0,PCA
69,0.7611086380372043,1.0,1,t-SNE
70,0.1915057926507932,0.49069690744593303,1,UMAP
71,0.3764038499249258,0.0,1,PCA
72,0.32283794027553936,0.41186262036682864,0,t-SNE
73,0.7588866243417491,0.6149908371444951,0,UMAP
74,0.09717392534102418,0.5230691118874361,0,PCA
75,0.19289211557177138,0.052600411688522586,0,t-SNE
76,0.9718898725014334,0.8597589164627806,0,UMAP
77,0.025819366208528205,0.5488107528932303,0,PCA
78,0.08881262792461736,0.8234418080432069,1,t-SNE
79,0.8559951270493457,0.051449368759626746,1,UMAP
80,0.05915466027072387,0.35988443272661136,1,PCA
81,0.5293369570018868,0.7391574226757722,0,t-SNE
82,0.48358412795314376,0.2965782931781192,0,UMAP
83,0.2040473543247413,0.48522203667943886,0,PCA
84,0.17305264415619526,0.2683830184763179,1,t-SNE
85,0.7657010145555162,0.8739005643370396,1,UMAP
86,0.06109369091552083,0.5009328231265363,1,PCA
87,0.2635705750249125,0.6011367096410714,1,t-SNE
88,0.7846308899958746,0.4152649861046922,1,UMAP
89,0.11160359370812435,0.46273259130377686,1,PCA
90,0.6337491768081331,0.7982776610369082,0,t-SNE
91,0.3430935580682947,0.28533387784014663,0,UMAP
92,0.2553142718239513,0.4818224634310367,0,PCA
93,0.6671156002500553,0.8169808887522457,0,t-SNE
94,0.306393581063446,0.2952186691137433,0,UMAP
95,0.2857323111541459,0.46588881162219714,0,PCA
96,0.3486514715436668,0.3780476809751168,0,t-SNE
97,0.7493044337429622,0.6382459988326383,0,UMAP
98,0.08890186417288128,0.5412721725097499,0,PCA
99,0.4361548177877539,0.9602834439780924,0,t-SNE
