,X,Y,Class,Method
0,0.4377122377238059,0.32351740133474083,0,t-SNE
1,0.06410745970089082,0.6264928523607047,0,UMAP
2,0.43671614393809477,0.130854603829566,0,PCA
3,0.7722414379707658,0.8209921182566944,0,t-SNE
4,0.9285283305340051,0.901730100158117,0,UMAP
5,0.16684184194146423,0.5109828569278,0,PCA
6,0.6801754309283522,0.5178355952957799,0,t-SNE
7,0.05324119667335525,0.5525515517466685,0,UMAP
8,0.320283663550125,0.32288736511036537,0,PCA
9,0.8121323113857786,0.15651604784396833,0,t-SNE
10,0.1296249729533745,1.0,0,UMAP
11,0.4135684459159495,0.08736106297207058,0,PCA
12,0.5600746054928119,0.5567164458979881,0,t-SNE
13,0.06708682927946041,0.6102849814547868,0,UMAP
14,0.30779049592692453,0.3179487501100696,0,PCA
15,0.8603290076604126,0.6408232208293715,0,t-SNE
16,0.8772375807515704,0.8592816011031101,0,UMAP
17,0.13668484029491879,0.49896636045009624,0,PCA
18,0.25196534233033197,0.7062324375779074,0,t-SNE
19,0.605958963119995,0.05003452907812278,0,UMAP
20,0.735991777595009,0.4635191404112381,0,PCA
21,0.2523787596145357,0.7245063480912223,0,t-SNE
22,0.6071649201503985,0.05291535966746297,0,UMAP
23,0.735991777595009,0.4635191404112381,0,PCA
24,0.804640111716135,0.834397144552312,0,t-SNE
25,0.9290325994941508,0.9003902812568797,0,UMAP
26,0.16684184194146434,0.5109828569278004,0,PCA
27,0.4911301040819954,0.8435981975670752,0,t-SNE
28,0.6578620232032985,0.0013746182161660236,0,UMAP
29,0.530055942607725,0.9220374490228589,0,PCA
30,0.5157660325413477,0.9941922935387741,0,t-SNE
31,0.6772170176434205,0.02083251145541387,0,UMAP
32,0.32540467698900905,0.7572876760743334,0,PCA
33,0.3269521526712883,0.09017143026395325,0,t-SNE
34,0.007577492910849859,0.5451827340194526,0,UMAP
35,0.47372548515878554,0.13479187329292977,0,PCA
36,0.447757603680037,0.9350168399587077,0,t-SNE
37,0.6684304985815479,0.01840305203683612,0,UMAP
38,0.3114535386311218,0.7667813110642878,0,PCA
39,0.3862502114644388,0.07624251471074955,0,t-SNE
40,0.0055339562735750025,0.5414537689161498,0,UMAP
41,0.47372548515878554,0.13479187329292977,0,PCA
42,0.19845641370032524,0.6310110903997228,0,t-SNE
43,0.6115029147728844,0.0379905585609156,0,UMAP
44,0.796148816837845,0.5109499507320974,0,PCA
45,0.4443415860909889,0.8840705600286248,0,t-SNE
46,0.6524571773687524,0.015484584876146679,0,UMAP
47,0.38831736539048683,0.8048136093902177,0,PCA
48,0.2212522727090938,0.610722455781803,0,t-SNE
49,0.612726498509548,0.03371556871907577,0,UMAP
50,0.7604117847729632,0.4843554795391777,0,PCA
51,0.333517668511057,0.9036714495031977,0,t-SNE
52,0.6569711487316174,0.03657311067607316,0,UMAP
53,0.552549918390058,0.616200318385518,0,PCA
54,0.3279237282258284,0.5277466186862386,0,t-SNE
55,0.02133179844122668,0.5332064611472969,0,UMAP
56,0.6048586313768972,0.2991555068520839,0,PCA
57,0.9693174273929155,0.7254338317421618,0,t-SNE
58,0.8515661494410406,0.9028084315934604,0,UMAP
59,0.07377215189344105,0.4514404271342121,0,PCA
60,0.3813550662206114,0.06818051092293237,0,t-SNE
61,0.004443174215604362,0.5416219021342472,0,UMAP
62,0.47372548515878554,0.13479187329292977,0,PCA
63,0.49584156323320716,0.39644038604370657,0,t-SNE
64,0.21546935501725117,0.7763246451945074,0,UMAP
65,0.46293475376787485,0.13530967248019388,0,PCA
66,0.7567505125850064,0.17833923535176155,0,t-SNE
67,0.12488077606945269,0.9822608814411395,0,UMAP
68,0.38065579511076214,0.07524944349934154,0,PCA
69,0.9550697795949632,0.771978423749188,0,t-SNE
70,0.8531234585704592,0.9084847895818865,0,UMAP
71,0.1066848026986284,0.46355204660694116,0,PCA
72,0.06759890866225149,0.4972552259011272,1,t-SNE
73,0.9743611469900989,0.7124326571217938,1,UMAP
74,1.0,0.6358255128428335,1,PCA
75,0.6738814673329795,0.7983802539500946,0,t-SNE
76,0.8977293525843509,0.8863650692411527,0,UMAP
77,0.1504710801322176,0.49692268139984896,0,PCA
78,0.2843591629162779,0.8312304706791929,0,t-SNE
79,0.6263009701614701,0.06667000068868767,0,UMAP
80,0.6456777367056274,0.4040718336126747,0,PCA
81,0.9062598776398678,0.6903036984175027,0,t-SNE
82,0.8558329321702361,0.8876954440749694,0,UMAP
83,0.0396146262509281,0.425760596001002,0,PCA
84,0.9456762199112729,0.8416964874957472,0,t-SNE
85,0.8577057178671055,0.9131486594310357,0,UMAP
86,0.07094777063374663,0.4369575754140215,0,PCA
87,0.2213436738782319,0.5375394685499176,1,t-SNE
88,0.6219088926567183,0.026865445048072867,1,UMAP
89,0.8100312230946796,0.4870685870169773,1,PCA
90,0.3752188303064947,0.12959406384017708,0,t-SNE
91,0.00737235952458648,0.5422828174590084,0,UMAP
92,0.47372548515878554,0.13479187329292977,0,PCA
93,0.4285042814302812,0.17033842029537993,0,t-SNE
94,0.0014776571544250494,0.5565483361219128,0,UMAP
95,0.4368123103576308,0.10901691916469469,0,PCA
96,0.8295410136458561,0.14660674600640228,0,t-SNE
97,0.1304539673174322,0.9966273308951339,0,UMAP
98,0.4135684459159495,0.08736106297207058,0,PCA
99,0.6159508985489862,0.5939495286517309,0,t-SNE
100,0.06375401313442608,0.6004039359742762,0,UMAP
101,0.41735387759411574,0.3960931295594594,0,PCA
102,0.7765606300263715,0.07713747015437811,0,t-SNE
103,0.11213480108635254,0.9907840658133538,0,UMAP
104,0.3504908589938833,0.047285085595893506,0,PCA
105,0.45602399461934406,0.5766433447023385,0,t-SNE
106,0.12140188637277682,0.9990279405165767,0,UMAP
107,0.5447015921340612,0.25172469653122465,0,PCA
108,0.3377510764801904,0.11625984589827904,0,t-SNE
109,0.006637512509258592,0.5401547986022832,0,UMAP
110,0.47372548515878554,0.13479187329292977,0,PCA
111,0.3248287606136275,0.35920489425225255,0,t-SNE
112,0.04909157969753486,0.6281857485522216,0,UMAP
113,0.5338825244016215,0.18222268361378904,0,PCA
114,0.2774169580234963,0.7587490299387769,0,t-SNE
115,0.6231622136837075,0.050919175884631906,0,UMAP
116,0.6650440069612623,0.41660612927764296,0,PCA
117,0.477720275993784,0.8497895319204191,0,t-SNE
118,0.6541120969762484,0.008475509597268727,0,UMAP
119,0.4892651736205239,0.8871409343669678,0,PCA
120,0.46186722103328137,0.13811218978701567,0,t-SNE
121,0.005977734525296707,0.5651513710576653,0,UMAP
122,0.40947175550044634,0.09553541298143725,0,PCA
123,0.7521743876788228,0.6881773982643954,0,t-SNE
124,0.9162723572476309,0.8967162874477611,0,UMAP
125,0.1339291911362771,0.49887123745507134,0,PCA
126,0.9475600845851764,0.7796055611069481,0,t-SNE
127,0.8522623836010084,0.9071045752763448,0,UMAP
128,0.1066848026986284,0.46355204660694116,0,PCA
129,0.6723522727480389,0.7492153892271073,0,t-SNE
130,0.9162974286451231,0.8857253161226056,0,UMAP
131,0.22699888118430045,0.5584136672486597,0,PCA
132,0.5187724064030582,0.6395938016972055,0,t-SNE
133,0.050151338752487895,0.5434636849615001,0,UMAP
134,0.4514168097682367,0.48725099866951915,0,PCA
135,0.03442792349755097,0.44774586878544304,1,t-SNE
136,0.9796773304921571,0.7046948751832031,1,UMAP
137,0.8141857440675193,0.4444988669171645,1,PCA
138,0.3530004972690942,0.765412734026237,0,t-SNE
139,0.6398754832879954,0.030788482087565128,0,UMAP
140,0.4746890105514471,0.5789266669668431,0,PCA
141,0.8409471066437146,0.15421441271974562,0,t-SNE
142,0.1210676010728815,0.9913770827289916,0,UMAP
143,0.4135684459159495,0.08736106297207058,0,PCA
144,0.5245409672300296,0.811333389398211,1,t-SNE
145,0.9728325175486303,0.6855919462073816,1,UMAP
146,0.6272910551723042,0.9877932575322459,1,PCA
147,0.5658018728521961,0.5488815465992354,0,t-SNE
148,0.0641749803545173,0.610849690636284,0,UMAP
149,0.2340870761345361,0.27094061598144964,0,PCA
150,0.3689225000469588,0.21221881777949503,0,t-SNE
