,X,Y,Class,Method
0,0.038910306875453105,0.49305710021250965,2,t-SNE
1,0.5070011197395652,0.018496418880207255,2,UMAP
2,0.49614316239516143,0.07215025216473502,2,PCA
3,0.5389068252883719,0.03875407007380349,2,t-SNE
4,0.8808268425671608,0.7412660831035338,2,UMAP
5,0.5294166369863671,0.039653769505689766,2,PCA
6,0.23125666675363166,0.6225204220546624,2,t-SNE
7,0.40666575481849276,0.17163445258556656,2,UMAP
8,0.4702889851108102,0.08061342791860698,2,PCA
9,0.2429291581304278,0.7344119389925445,2,t-SNE
10,0.2801383420136388,0.2157313410310095,2,UMAP
11,0.4430487093685112,0.09860988139277513,2,PCA
12,0.8050212913245336,0.5085915620683228,2,t-SNE
13,0.4531265333560744,0.8358640508596329,2,UMAP
14,0.48640076904898183,0.06279452076412123,2,PCA
15,0.4116363374110339,0.555632132521575,2,t-SNE
16,0.45734463279363974,0.4229060443805076,2,UMAP
17,0.4819842277070986,0.071419661675,2,PCA
18,0.7750978423095671,0.641210875695831,2,t-SNE
19,0.34776712632524476,0.7849451378639177,2,UMAP
20,0.46097389654282794,0.0701712535470074,2,PCA
21,0.674947554298638,0.8208552020406626,2,t-SNE
22,0.18038137624824324,0.6990358930813385,2,UMAP
23,0.42175086632444936,0.0983143612970854,2,PCA
24,0.699364208406189,0.6198122854608226,2,t-SNE
25,0.378001366012397,0.7070989003589775,2,UMAP
26,0.46579025068448926,0.07340403804424019,2,PCA
27,0.47855295476019777,0.2812258767549576,2,t-SNE
28,0.7117713842416051,0.5480556653661822,2,UMAP
29,0.5151032710792305,0.05119705066246806,2,PCA
30,0.17924280172905477,0.6453850712728397,2,t-SNE
31,0.3974601896393645,0.13002430863583492,2,UMAP
32,0.4647434017100288,0.09263727649412251,2,PCA
33,0.0646645777741876,0.5463356799535001,2,t-SNE
34,0.4809803444668295,0.034121148412829094,2,UMAP
35,0.4916449391422112,0.08971131308002406,2,PCA
36,0.1482842604381343,0.11932261197557875,2,t-SNE
37,0.9203169377841547,0.2783253507878795,2,UMAP
38,0.6009510448994395,0.02112934709253706,2,PCA
39,0.5530313625847016,0.9072532426023515,2,t-SNE
40,0.05827028993431177,0.559920017167419,2,UMAP
41,0.36682046605207796,0.11532838256247126,2,PCA
42,0.6445171981585782,0.7250312545410079,2,t-SNE
43,0.28410859518170717,0.6436825067080927,2,UMAP
44,0.4421940733760246,0.08665936227808141,2,PCA
45,0.6694194813654553,0.8318308195567163,2,t-SNE
46,0.1816202011864586,0.7042862152338567,2,UMAP
47,0.4166402180720246,0.09009314963438411,2,PCA
48,0.173236212295047,0.06140833468033646,2,t-SNE
49,0.969722673473224,0.33450650531587406,2,UMAP
50,0.6515567480437697,0.05468907073890408,2,PCA
51,0.8304723802409504,0.534656462579453,2,t-SNE
52,0.43574604571983483,0.8495921157514331,2,UMAP
53,0.4835372777461198,0.05986347366328279,2,PCA
54,0.549008777215514,0.2046460582059823,2,t-SNE
55,0.763435890451509,0.6210881040914762,2,UMAP
56,0.5220104152088476,0.043186413950849656,2,PCA
57,0.10121550423347542,0.2850690877531944,2,t-SNE
58,0.7671801353233995,0.12865363954450948,2,UMAP
59,0.5383715932856743,0.04689395356855798,2,PCA
60,0.42372134642625253,0.9750860918082906,1,t-SNE
61,0.007761358147296393,0.44660422044760223,1,UMAP
62,0.2322896731365004,0.206633536760514,1,PCA
63,0.5430033981186461,0.38502513990056414,2,t-SNE
64,0.6163993880684443,0.5802363600776829,2,UMAP
65,0.501806907478302,0.05716545860133586,2,PCA
66,0.77365990201768,0.3524018482950462,2,t-SNE
67,0.70895519917216,0.8021126572235493,2,UMAP
