,X,Y,Class,Method
0,0.3321669060577702,0.4669332939233302,6,t-SNE
1,0.3137651148852251,0.02173581459840268,6,UMAP
2,0.3741752322117377,0.5422344527683931,6,PCA
3,0.10561851614591755,0.4207351845526907,4,t-SNE
4,0.15794783929354428,0.3063824037847659,4,UMAP
5,0.18810082595531663,0.5163472180750909,4,PCA
6,0.5704821453556497,0.9061318728294903,5,t-SNE
7,0.9737445948911507,0.43248110616925795,5,UMAP
8,0.8811766530953513,0.6959249043402055,5,PCA
9,0.3615271684594822,0.5088682892689069,6,t-SNE
10,0.27972246381702237,0.0003957548244054032,6,UMAP
11,0.22561892353007007,0.5407164272111817,6,PCA
12,0.5688476339466949,0.25384311677258997,1,t-SNE
13,0.26202334548594086,0.5704204749697654,1,UMAP
14,0.5172667786443126,0.15924438092468224,1,PCA
15,0.4986603216938825,0.053238041740581665,3,t-SNE
16,0.15532344060991404,0.6330943467018234,3,UMAP
17,0.4026367735710259,0.2007855901528861,3,PCA
18,0.5274462738328642,0.9625421557653187,5,t-SNE
19,0.9922207606267401,0.3944332393014149,5,UMAP
20,0.8252864896564922,0.9180778207863096,5,PCA
21,0.21547366983676905,0.7356855100487159,0,t-SNE
22,0.4991298979189456,0.12249620219704976,0,UMAP
23,0.06729630994918634,0.8626760391775892,0,PCA
24,0.06894828398890224,0.3911393289484767,4,t-SNE
25,0.15280611476085512,0.3365234735079107,4,UMAP
26,0.22526482663264613,0.5864579836031723,4,PCA
27,0.21856262844700353,0.7586366881293634,0,t-SNE
28,0.5102738029596672,0.12846326431686472,0,UMAP
29,0.06794114794571882,0.8502455314235955,0,PCA
30,0.5516529545675646,0.017046927241605003,8,t-SNE
31,0.1726727629205819,0.6411530676674824,8,UMAP
32,0.5919540240277347,0.2500048744061134,8,PCA
33,0.19812471982666396,0.15446508995157737,9,t-SNE
34,0.0,0.4934043999132441,9,UMAP
35,0.10602174657275365,0.1420402795511186,9,PCA
36,0.6151390805682753,0.6969048736552961,8,t-SNE
37,0.9410010641490436,0.63185703260419,8,UMAP
38,0.7595439517356332,0.567641253349239,8,PCA
39,0.49403331464309064,0.9998258053154263,5,t-SNE
40,0.9811840027030319,0.3634474407555613,5,UMAP
41,0.6930274470565119,0.950303422472061,5,PCA
42,0.2814489410990504,0.4989658590636708,6,t-SNE
43,0.30904906588767733,0.046804512876718996,6,UMAP
44,0.4242399665907277,0.5974362434721869,6,PCA
45,0.9797619690610104,0.47842430623922433,2,t-SNE
46,0.3864066765271303,0.956595740796467,2,UMAP
47,0.829230722136399,0.4182126902794081,2,PCA
48,0.5408373121887041,0.9137349393075906,5,t-SNE
49,0.9797653778450706,0.4257077496713616,5,UMAP
50,0.8020071344345655,0.8686007523820685,5,PCA
51,0.3617236804547074,0.15859542227609935,5,t-SNE
52,0.09136935649757011,0.5727988853952544,5,UMAP
53,0.36077908606813913,0.07854255772745727,5,PCA
54,0.037092185021061985,0.40451041539221216,4,t-SNE
55,0.12329781783653027,0.32933737340039176,4,UMAP
56,0.2658906678581367,0.561645032006638,4,PCA
57,0.18103863390967234,0.7829438926129887,0,t-SNE
58,0.5329136163112358,0.13163012211874298,0,UMAP
59,0.08635628514717075,0.8015099553525677,0,PCA
60,0.774367928152538,0.41577437031289227,7,t-SNE
61,0.5662396699652316,0.8300492249564045,7,UMAP
62,0.8229536437020412,0.5731991641735712,7,PCA
63,0.20220934054829592,0.14911054817442182,9,t-SNE
64,0.0012093606064503826,0.4967253595346758,9,UMAP
65,0.09526673915834794,0.2140340481292297,9,PCA
66,0.43141264077182556,0.15431551548837968,5,t-SNE
67,0.1532354248297765,0.5782378518092647,5,UMAP
68,0.47422902883814144,0.03082882555581362,5,PCA
69,0.9668921462675903,0.46391383708573475,2,t-SNE
70,0.38816043458199995,0.9461254607939797,2,UMAP
71,0.8231647057386531,0.33646947064193905,2,PCA
72,0.3512843939064413,0.15776098208495032,5,t-SNE
73,0.08706494365358408,0.5744378838129371,5,UMAP
74,0.3867507365866213,0.06569661186841902,5,PCA
75,0.24054486611861545,0.7001201238724998,0,t-SNE
76,0.46342905581073346,0.12077910608015946,0,UMAP
77,0.16734592678908305,0.8378957202640669,0,PCA
78,0.23451047137075262,0.613016193792788,0,t-SNE
79,0.38365546975579756,0.08766981665921447,0,UMAP
80,0.4059742764144516,0.7371961976796619,0,PCA
81,0.3601349163330497,0.7940235624275139,8,t-SNE
82,0.8520209705701454,0.48775315886566095,8,UMAP
83,0.3198241142008418,0.6910980829578834,8,PCA
84,0.9603028540537526,0.5196873798007803,2,t-SNE
85,0.39664440839712073,0.9735514846793926,2,UMAP
86,0.9573852302367565,0.47241717630734104,2,PCA
87,0.1950326559703025,0.7840306849822107,0,t-SNE
88,0.5342519949080446,0.13534499014962537,0,UMAP
89,0.0720091375221516,0.8261976183001165,0,PCA
90,0.05213688213415274,0.44276119710460493,4,t-SNE
91,0.12424385779708841,0.30903515090839484,4,UMAP
92,0.2603016093823163,0.670948856579183,4,PCA
93,0.8339321984132873,0.5357040251068423,1,t-SNE
94,0.4722361572546568,0.9471256730855278,1,UMAP
95,0.908554698981658,0.36986162016878615,1,PCA
96,0.7684819441357006,0.4148012020980909,7,t-SNE
97,0.5679042227658282,0.8363311745027943,7,UMAP
98,0.8413580485347762,0.5949277054902785,7,PCA
99,0.862632926571467,0.5453461102168095,2,t-SNE
100,0.46404426830308765,0.9577616668873323,2,UMAP
101,0.9523198548845075,0.39419462645936587,2,PCA
102,0.3427971752597709,0.806507093963472,8,t-SNE
103,0.8382670882513616,0.4799194643320942,8,UMAP
104,0.22545444061998093,0.791870657269633,8,PCA
105,0.7893859802504744,0.28293794628987723,7,t-SNE
106,0.5183229635043994,0.7887628489634968,7,UMAP
107,0.7606963652263502,0.24848097956429155,7,PCA
108,0.4147055826996361,0.8127768807609078,8,t-SNE
109,0.8787312813551494,0.49506538786140886,8,UMAP
110,0.4590024469336278,0.8344142665397811,8,PCA
111,0.4215037302620539,0.8151411143930832,8,t-SNE
112,0.8811227515235329,0.4976547656146441,8,UMAP
113,0.40949454820366393,0.807746910706639,8,PCA
114,0.4217427841292193,0.8095997114485618,8,t-SNE
115,0.880023328931568,0.49631614707746274,8,UMAP
116,0.48473261487061264,0.8156418201387654,8,PCA
117,0.35176891247148584,0.1897990786294524,5,t-SNE
118,0.08321694335815216,0.5567706784723965,5,UMAP
119,0.3697569339036527,0.2589679437872234,5,PCA
120,0.3530951630923347,0.09172647337260947,9,t-SNE
121,0.11577478921826434,0.5496452289132506,9,UMAP
122,0.24397970615446912,0.21681308808805336,9,PCA
123,0.5128106578377775,0.2093803409996372,7,t-SNE
124,0.23611218643789372,0.5654068474673914,7,UMAP
125,0.5100984346971886,0.21156801046813276,7,PCA
126,0.41006707121278974,0.03030519136815446,1,t-SNE
127,0.10251469412824887,0.6368722546337643,1,UMAP
128,0.35959572612359647,0.1811579216855082,1,PCA
129,0.237910755947528,0.6757542503584493,0,t-SNE
130,0.4444987431410776,0.11512072882239671,0,UMAP
131,0.21932252050297463,0.8457991592942646,0,PCA
