,X,Y,Class,Method
0,0.2579799899710885,0.34899021075712405,0,t-SNE
1,0.5575203264123194,0.5487661582456977,0,UMAP
2,0.45649660624586225,0.5352891583352392,0,PCA
3,0.05371913447591503,0.2493588344735581,1,t-SNE
4,0.17107588708030552,0.3063310232593969,1,UMAP
5,0.6869608077175343,0.6320865830968779,1,PCA
6,0.5596813875630844,0.44128230806678176,1,t-SNE
7,0.9701385485385889,0.47488801753333815,1,UMAP
8,0.0883482556055672,0.7092460843554745,1,PCA
9,0.8049016561191729,0.7030310794596291,1,t-SNE
10,0.6381079370230094,0.8456931041651713,1,UMAP
11,0.6424415527888049,0.48794058291934855,1,PCA
12,0.05122886418644057,0.43184514991780265,1,t-SNE
13,0.41271737163126887,0.14893654047485277,1,UMAP
14,0.44021948582429304,0.6703778174946481,1,PCA
15,0.639172404181062,0.00022335644235393914,1,t-SNE
16,0.6764290679463094,0.5552335364016275,1,UMAP
17,0.3702936213186801,0.631003129396704,1,PCA
18,0.48034140845510237,0.006704263452420589,1,t-SNE
19,0.15533740997087464,0.6655394153996748,1,UMAP
20,0.3842052886988708,0.28158774352868937,1,PCA
21,0.8412339558552945,0.7897326999993837,0,t-SNE
22,0.7412081103899715,0.8893544374209548,0,UMAP
23,0.5956219888071111,0.5102271215488844,0,PCA
24,0.365939105517079,0.2515134880979431,1,t-SNE
25,0.5559801214318152,0.7791782346964787,1,UMAP
26,0.659777034037023,0.329476765429223,1,PCA
27,0.5240991288525506,0.7093794495836043,0,t-SNE
28,0.7695911792919763,0.5004697030669536,0,UMAP
29,0.4528582435225619,0.34829060867599515,0,PCA
30,0.7089697939762902,0.9565838016058775,0,t-SNE
31,0.43507291622093275,0.7971571882556472,0,UMAP
32,0.6913038075549978,0.4326490058150281,0,PCA
33,0.8900531837248975,0.40177762897673014,1,t-SNE
34,0.26046036712849396,0.9473785998821901,1,UMAP
35,0.5322838581038962,0.31079145676396913,1,PCA
36,0.8437551602688169,0.466502527762076,0,t-SNE
37,0.6780925942795966,0.6332518505238329,0,UMAP
38,0.41427953732583633,0.28580217708501676,0,PCA
39,0.892244155368666,0.4304146685467668,0,t-SNE
40,0.2836926129557187,0.9449623073524716,0,UMAP
