,X,Y,Class,Method
0,0.23907540224797452,0.8272780090261509,2,t-SNE
1,0.8982344499076542,0.9458747218636783,2,UMAP
2,0.15994846125795228,0.03853833690058733,2,PCA
3,0.8422513428602679,0.7447483806922369,2,t-SNE
4,0.858251401847111,0.466676541737431,2,UMAP
5,0.1257527942690901,0.021467268126697386,2,PCA
6,0.39848986985605095,0.8937526638510699,2,t-SNE
7,0.9348062067129876,0.8443032225773958,2,UMAP
8,0.15831328083927945,0.03664491903176045,2,PCA
9,0.49306436307086177,0.38901396903283664,2,t-SNE
10,0.38242462049287607,0.334806774462629,2,UMAP
11,0.7980660955794437,0.966729371594492,2,PCA
12,0.6462624144861573,0.16641103246035233,2,t-SNE
13,0.3067857650446797,0.37188176096213477,2,UMAP
14,0.9290288770271151,0.10871286978972564,2,PCA
15,0.2513410151896192,0.43839961466837835,2,t-SNE
16,0.5772310764468227,0.09358946255658673,2,UMAP
17,0.05419919735069184,0.7502017800194328,2,PCA
18,0.9481345053204924,0.5869184799288375,2,t-SNE
19,0.6033712660894258,0.4059107806678829,2,UMAP
20,0.11801265517931248,0.02885376802917594,2,PCA
21,0.4789213706855244,0.7315624878854046,2,t-SNE
22,0.3802219701773641,0.5281642444311373,2,UMAP
23,0.15923823717636615,0.011470850680688205,2,PCA
24,0.42229021103316466,0.20305010199560042,2,t-SNE
25,0.17490579824659652,0.6508249381652411,2,UMAP
26,0.9226574061618289,0.12233324030813889,2,PCA
27,0.7736069154714538,0.8626227456698514,2,t-SNE
28,0.9728475744034245,0.5839953974746819,2,UMAP
29,0.15607880698464888,0.028918883737911877,2,PCA
30,0.8000566045413232,0.8537794582082767,2,t-SNE
31,0.9740436200112323,0.563973853462867,2,UMAP
32,0.15570317446233278,0.02846784269679445,2,PCA
33,0.8858191269276579,0.8127914461137901,2,t-SNE
34,0.9739499214046847,0.511061069422466,2,UMAP
35,0.1547284625271295,0.02651791108683127,2,PCA
36,0.557753859030411,0.5695841099518049,2,t-SNE
37,0.3918142849190249,0.4740218901683234,2,UMAP
38,0.12842937129408658,0.14543784452415415,2,PCA
39,0.5890003226303869,0.2286319570596908,2,t-SNE
40,0.17394339937744852,0.778976956021913,2,UMAP
41,0.926698606944559,0.13021354225703202,2,PCA
42,0.5256354191262586,0.591863793761273,2,t-SNE
43,0.3952114813980721,0.4805055137726089,2,UMAP
44,0.12968824123941172,0.12090867937280739,2,PCA
45,0.528214906205323,0.8658169916318675,2,t-SNE
46,1.0,0.7591708559474604,2,UMAP
47,0.15821821179512133,0.03381093280522657,2,PCA
48,0.6753505439610564,0.2271924394117919,2,t-SNE
49,0.15593411846160665,0.845105834471091,2,UMAP
50,0.927752857985303,0.1319949329837587,2,PCA
51,0.7214321733728046,0.43233052195542737,2,t-SNE
52,0.1369480440115995,0.13367548277994856,2,UMAP
53,0.990400757364313,0.114494849053563,2,PCA
54,0.48253229957123833,0.996403835053435,2,t-SNE
55,0.8050258173204163,0.0011145312778112482,2,UMAP
56,0.1598824063111186,0.06504853468340792,2,PCA
57,0.2693572696895806,0.4694148646343895,2,t-SNE
58,0.6098967420474697,0.11322205153262649,2,UMAP
59,0.057772429454722996,0.7544139316688933,2,PCA
60,0.9448367600209031,0.8219337702934544,2,t-SNE
61,0.9480779990029473,0.46859135943246694,2,UMAP
62,0.15403497059734172,0.026096313735154558,2,PCA
63,0.7232796748489903,0.2644889110359961,2,t-SNE
64,0.11121029410477606,0.8700157273501392,2,UMAP
65,0.9274551175059528,0.1331958452355656,2,PCA
66,0.27859916835679943,0.5495279926980788,2,t-SNE
67,0.6232010334036644,0.17983004603187314,2,UMAP
68,0.06172829970243432,0.7632205614371187,2,PCA
69,0.33237771399328525,0.8899026295684649,2,t-SNE
70,0.9625322863672883,0.8710647209297533,2,UMAP
71,0.16008194382168384,0.03626888014858494,2,PCA
72,0.727535864508473,0.6390750859766828,2,t-SNE
73,0.29641058809359505,0.05263113404253461,2,UMAP
74,0.21974316207778744,0.013163137874691727,2,PCA
75,0.6969667183797006,0.8798956156597035,2,t-SNE
76,0.977034333808461,0.6360077319885991,2,UMAP
77,0.15682554842515617,0.030884552498249673,2,PCA
78,0.6609601019782143,0.9302811267903717,2,t-SNE
79,0.9514098308187025,0.6742126963614509,2,UMAP
80,0.15643030824082693,0.03268964462250468,2,PCA
81,0.47857092881879915,0.9964054306895733,2,t-SNE
82,0.8046423594384287,0.0,2,UMAP
83,0.16101046369766142,0.06891232818188203,2,PCA
84,0.7522858920739424,0.2521494578699294,2,t-SNE
85,0.08987024764466184,0.8853422977452485,2,UMAP
86,0.9280642751079121,0.13386154866710573,2,PCA
87,0.7898672950822858,0.22801654921273667,2,t-SNE
88,0.07220430614626877,0.8931138024700904,2,UMAP
89,0.9011270304233115,0.1333479527272714,2,PCA
90,0.4480636420142725,0.9084809293739169,2,t-SNE
91,0.9537769090824517,0.8003608154974097,2,UMAP
92,0.15778008158508838,0.035896496397270425,2,PCA
93,0.6350624541774812,0.33132923852000534,2,t-SNE
94,0.3341711043182707,0.35614276646624904,2,UMAP
95,0.899537188217088,0.24624633105390484,2,PCA
96,0.4779421753453163,0.9963809159161766,2,t-SNE
97,0.8048403527243837,0.0008860574581441849,2,UMAP
98,0.16172960774513595,0.06943228739884078,2,PCA
99,0.2495995319110224,0.823173361986123,2,t-SNE
100,0.898728400172043,0.9352524885229249,2,UMAP
101,0.15979167361482435,0.03865401199601608,2,PCA
102,0.5107890337010189,0.322071502703751,2,t-SNE
103,0.41855034260857726,0.3116507151994398,2,UMAP
104,0.902203476601652,0.11869456012025642,2,PCA
105,0.575219300775853,0.8952662516537951,2,t-SNE
106,0.979990793634306,0.7311114701360104,2,UMAP
